"","RETAILER","VOLUME","DISP","PRICE"
"4553","SYRACUSE - WEGMANS",8595,0.603803487,1.860035
"4554","NEW ENGLAND (NORTH) - SHOP N SAVE",5381,0,2.106672
"4555","SAN ANT/CORPUS CHR - H E BUTT",13303,0.05,3.053447
"4556","BIRMINGHAM/MONTGOM - BRUNOS",8236,0.202,2.409543
"4557","BIRMINGHAM/MONTGOM - KROGER",1889,0,2.476443
"4558","BIRMINGHAM/MONTGOM - WINN DIXIE",4807,0.011364527,2.378406
"4559","HARRISBURG/SCRANTN - GIANT FOOD STO",1660,0.173,2.542169
"4560","NEW YORK (NEW) - A & P",3175,0,4.372283
"4561","NEW YORK (NEW) - PATHMARK",2587,0.022066313,4.475454
"4562","NEW YORK (NEW) - WALDBAUMS",5132,0,2.759548
"4563","ROANOKE (NEW) - FOOD LION",2303,0,3.046461
"4564","ROANOKE (NEW) - KROGER CO",5761,0.010926366,2.42319
"4565","LOS ANGELES - LUCKY",9435,0.112,3.59576
"4566","LOS ANGELES - RALPHS",6690,0.297,3.052765
"4567","LOS ANGELES - VONS",8722,0.1015,3.672896
"4568","CHICAGO - DOMINICK",11128,0.063,2.915798
"4569","CHICAGO - JEWEL",21286,0.022364162,2.991779
"4570","CHICAGO - OMNI",3450,0,2.688406
"4571","HOUSTON - KROGER CO",9797,0,2.740737
"4572","HOUSTON - RANDALLS",5522,0,2.834118
"4573","PITTSBURGH - GIANT EAGLE",5084,0.258,2.653423
"4574","DETROIT - FARMER JACKS",3308,0.034586218,3.395405
"4575","DETROIT - KROGER CO",3908,0.010895317,3.29043
"4576","CLEVELAND - STOP N SHOP",3803,0.022591837,2.69077
"4577","ST. LOUIS - NATIONAL SUPER",1921,0,3.462259
"4578","ST. LOUIS - SCHNUCK MARKETS",4216,0.004678474,3.318786
"4579","DALLAS/FT. WORTH - ALBERTSONS",3451,0,3.453782
"4580","DALLAS/FT. WORTH - KROGER CO",5170,0.080381743,2.430754
"4581","DALLAS/FT. WORTH - TOM THUMB",5061,0.14,2.666864
"4582","DALLAS/FT. WORTH - WINN DIXIE",2593,0.55,2.373698
"4583","BOSTON - SHAWS",1983,0,2.460414
"4584","BOSTON - STAR MARKET",743,0,3.130552
"4585","BOSTON - STOP & SHOP",2759,0,2.468286
"4586","SAN FRANCISCO - LUCKY",5407,0.029121383,3.733309
"4587","TAMPA/ST. PETE - KASH N KARRY",3876,0,2.773478
"4588","TAMPA/ST. PETE - PUBLIX",4777,0.1635,3.047101
"4589","TAMPA/ST. PETE - WINN DIXIE",5668,0.057592552,2.662668
"4590","DENVER - KING SOOPERS INC",9865,0.082,2.668728
"4591","PHILADELPHIA - ACME MARKET",2924,0,3.699042
"4592","ATLANTA - KROGER CO",5838,0.045865173,2.585988
"4593","ATLANTA - WINN DIXIE",3538,0,2.70831
"4594","CINCINNATI - KROGER CO",5699,0,3.024566
"4595","INDIANAPOLIS - KROGER CO",4807,0.132307692,2.40545
"4596","OKLAHOMA CITY - HOMELAND",2596,0.28325326,2.43567
"4597","SACRAMENTO - RALEYS",3691,0.327,2.652669
"4598","SAN DIEGO - LUCKY",3189,0.2695,3.746629
"4599","SAN DIEGO - RALPHS",1697,0.52,3.052445
"4600","SALT LAKE CITY - SMITHS FOOD",3017,0.261,2.770302
"4601","PHOENIX - SAFEWAY",813,0,3.586716
"4602","PHOENIX - FRY'S FOOD STORE",2375,0,3.586947
"4603","PHOENIX - SMITHS FOOD",981,0.231,3.352701
"4604","MIAMI - PUBLIX",10168,0.019317161,2.566975
"4605","MIAMI - WINN DIXIE",8706,0.0895,2.523547
"4606","NASHVILLE - KROGER CO",4096,0.283,2.386475
"4607","RALEIGH/GREENSBORO - WINN DIXIE",2749,0.083823774,2.52892
"4608","RALEIGH/GREENSBORO - FOOD LION",3872,0,2.949638
"4609","ALBANY,NY - PRICE CHOPPER",770,0,2.648052
"4610","BALTI/WASH - GIANT FOOD INC",4356,0,3.778696
"4611","BALTI/WASH - SAFEWAY",7928,0.115,3.986756
"4612","BALTI/WASH - SUPER FRESH",1775,0,3.464225
"4613","MILWAUKEE - KOHLS FOOD STORE",3911,0,2.677576
"4614","NEW ORLEANS - WINN DIXIE",6145,0.118821288,2.387958
"4615","BUFFALO/ROCHESTER - TOPS MARKETS",2121,0,3.198491
"4616","BUFFALO/ROCHESTER - WEGMANS",3031,0.299,3.337182
"4617","CHARLOTTE - BI LO",1636,0.17,2.386308
"4618","CHARLOTTE - HARRIS TEETER",1734,0,2.491926
"4619","CHARLOTTE - WINN DIXIE",3730,0.085500348,2.254424
"4620","CHARLOTTE - FOOD LION",3029,0,2.970617
"4621","HARTFORD - STOP & SHOP",1866,0,3.359057
"4622","JACKSONVILLE,FL - PUBLIX",1274,0,3.172684
"4623","JACKSONVILLE,FL - WINN DIXIE",2967,0,2.696663
"4624","JACKSONVILLE,FL - FOOD LION",1400,0.159606218,2.412857
"4625","LOUISVILLE - KROGER CO",4549,0.108809678,2.447791
"4626","LOUISVILLE - WINN DIXIE",2525,0.027255319,2.360396
"4627","RICHMOND/NORFOLK - FOOD LION",3173,0,3.042231
"4628","RICHMOND/NORFOLK - NEW FARM FRESH",1968,0.036766879,2.892276
"4629","COLUMBUS,OH - BIG BEAR",1034,0,3.579304
"4630","COLUMBUS,OH - KROGER CO",3498,0,2.386792
"4631","LITTLE ROCK - HARVEST FOODS",1882,0.035633653,2.629649
"4632","WICHITA - DILLON COMPANIES",1459,0,3.396162
"4633","SOUTH CAROLINA - BI LO",7958,0.232,2.386655
"4634","SOUTH CAROLINA - FOOD LION",3103,0,2.59523
"4635","SOUTH CAROLINA - WINN DIXIE",5395,0.025268293,2.373679
"4636","ORLANDO,FL - PUBLIX",5047,0.253,2.945116
"4637","ORLANDO,FL - WINN DIXIE",3399,0.248202718,2.477788
"4638","ORLANDO,FL - FOOD LION",840,0.119633248,2.410714
"4639","SYRACUSE - P & C FOOD MARKE",1563,0,2.177223
"4640","SYRACUSE - PRICE CHOPPER",312,0,2.814103
"4641","SYRACUSE - WEGMANS",818,0.174801109,3.469438
"4642","NEW ENGLAND (NORTH) - SHOP N SAVE",5717,0,2.106699
"4643","SAN ANT/CORPUS CHR - H E BUTT",12302,0.05,3.053325
"4644","BIRMINGHAM/MONTGOM - BRUNOS",8214,0.104,2.428658
"4645","BIRMINGHAM/MONTGOM - KROGER",1945,0,2.386632
"4646","BIRMINGHAM/MONTGOM - WINN DIXIE",5717,0.019780032,2.398286
"4647","HARRISBURG/SCRANTN - GIANT FOOD STO",1607,0.173,2.555694
"4648","NEW YORK (NEW) - A & P",3186,0,3.52919
"4649","NEW YORK (NEW) - PATHMARK",2576,0.076008055,4.474379
"4650","NEW YORK (NEW) - WALDBAUMS",1646,0,4.632442
"4651","ROANOKE (NEW) - FOOD LION",1998,0,3.046547
"4652","ROANOKE (NEW) - KROGER CO",6184,0.01210607,2.423997
"4653","LOS ANGELES - LUCKY",9293,0.072,3.335737
"4654","LOS ANGELES - RALPHS",6688,0.406,3.053529
"4655","LOS ANGELES - VONS",6817,0.063,3.670823
"4656","CHICAGO - DOMINICK",5365,0.039,3.230941
"4657","CHICAGO - JEWEL",24975,0.022834946,3.022342
"4658","CHICAGO - OMNI",3409,0,2.678498
"4659","HOUSTON - KROGER CO",10355,0,2.752487
"4660","HOUSTON - RANDALLS",4440,0.043669604,2.818243
"4661","PITTSBURGH - GIANT EAGLE",3355,0.162,3.326379
"4662","DETROIT - FARMER JACKS",3850,0.017867647,3.336104
"4663","DETROIT - KROGER CO",3325,0.016038835,3.372331
"4664","CLEVELAND - STOP N SHOP",4663,0.013057599,2.652584
"4665","ST. LOUIS - NATIONAL SUPER",2090,0,3.432536
"4666","ST. LOUIS - SCHNUCK MARKETS",5135,0.051,3.320156
"4667","DALLAS/FT. WORTH - ALBERTSONS",2887,0,3.453412
"4668","DALLAS/FT. WORTH - KROGER CO",6321,0.0835,2.436798
"4669","DALLAS/FT. WORTH - TOM THUMB",3396,0,3.18669
"4670","DALLAS/FT. WORTH - WINN DIXIE",2402,0.249,2.373855
"4671","BOSTON - SHAWS",2217,0,2.467749
"4672","BOSTON - STAR MARKET",1392,0,2.653736
"4673","BOSTON - STOP & SHOP",3500,0,2.470857
"4674","SAN FRANCISCO - LUCKY",5451,0.069333333,3.730875
"4675","TAMPA/ST. PETE - KASH N KARRY",2580,0,2.568605
"4676","TAMPA/ST. PETE - PUBLIX",5021,0.107,3.038638
"4677","TAMPA/ST. PETE - WINN DIXIE",4241,0.052721817,2.73096
"4678","DENVER - KING SOOPERS INC",7623,0.0585,2.712056
"4679","PHILADELPHIA - ACME MARKET",3193,0.0725,3.68243
"4680","ATLANTA - KROGER CO",5832,0,2.559499
"4681","ATLANTA - WINN DIXIE",3158,0.103797475,2.689677
"4682","CINCINNATI - KROGER CO",7217,0.06,2.982403
"4683","INDIANAPOLIS - KROGER CO",5431,0.175546265,2.406371
"4684","OKLAHOMA CITY - HOMELAND",1960,0.305230088,2.633163
"4685","SACRAMENTO - RALEYS",2946,0.2615,2.653089
"4686","SAN DIEGO - LUCKY",2666,0.27,3.734434
"4687","SAN DIEGO - RALPHS",1736,0.658,3.053571
"4688","SALT LAKE CITY - SMITHS FOOD",1103,0.336,3.211242
"4689","PHOENIX - SAFEWAY",1362,0.139,2.920705
"4690","PHOENIX - FRY'S FOOD STORE",1879,0,3.58595
"4691","PHOENIX - SMITHS FOOD",1033,0,3.42788
"4692","MIAMI - PUBLIX",8961,0.03541508,2.764089
"4693","MIAMI - WINN DIXIE",8843,0.1455,2.499604
"4694","NASHVILLE - KROGER CO",4667,0.283,2.386758
"4695","RALEIGH/GREENSBORO - WINN DIXIE",2409,0.089906228,2.427978
"4696","RALEIGH/GREENSBORO - FOOD LION",3846,0,2.795632
"4697","ALBANY,NY - PRICE CHOPPER",717,0,2.651325
"4698","BALTI/WASH - GIANT FOOD INC",4823,0,3.780012
"4699","BALTI/WASH - SAFEWAY",3663,0.077223577,3.987169
"4700","BALTI/WASH - SUPER FRESH",1130,0,3.99469
"4701","MILWAUKEE - KOHLS FOOD STORE",1958,0,3.265577
"4702","NEW ORLEANS - WINN DIXIE",5172,0.021045,2.385924
"4703","BUFFALO/ROCHESTER - TOPS MARKETS",2363,0,3.201016
"4704","BUFFALO/ROCHESTER - WEGMANS",2724,0.275666667,3.359398
"4705","CHARLOTTE - BI LO",1318,0,2.38695
"4706","CHARLOTTE - HARRIS TEETER",1580,0,2.516456
"4707","CHARLOTTE - WINN DIXIE",3428,0.060598478,2.252042
"4708","CHARLOTTE - FOOD LION",3358,0,3.035736
"4709","HARTFORD - STOP & SHOP",2321,0,3.370099
"4710","JACKSONVILLE,FL - PUBLIX",1384,0,3.168353
"4711","JACKSONVILLE,FL - WINN DIXIE",2475,0,2.689697
"4712","JACKSONVILLE,FL - FOOD LION",1158,0.332645161,2.621762
"4713","LOUISVILLE - KROGER CO",5660,0.091998403,2.468375
"4714","LOUISVILLE - WINN DIXIE",3042,0.077187135,2.359303
"4715","RICHMOND/NORFOLK - FOOD LION",3099,0,3.050662
"4716","RICHMOND/NORFOLK - NEW FARM FRESH",2262,0.036766879,3.492485
"4717","COLUMBUS,OH - BIG BEAR",2062,0.0605,2.731329
"4718","COLUMBUS,OH - KROGER CO",3511,0,2.386784
"4719","LITTLE ROCK - HARVEST FOODS",1685,0.149923434,2.68368
"4720","WICHITA - DILLON COMPANIES",1150,0,3.694783
"4721","SOUTH CAROLINA - BI LO",6735,0.257,2.386785
"4722","SOUTH CAROLINA - FOOD LION",3883,0,2.575328
"4723","SOUTH CAROLINA - WINN DIXIE",3796,0.028665,2.375395
"4724","ORLANDO,FL - PUBLIX",4480,0.1985,2.94442
"4725","ORLANDO,FL - WINN DIXIE",3547,0.063705797,2.50578
"4726","ORLANDO,FL - FOOD LION",618,0.019345583,2.555016
"4727","SYRACUSE - P & C FOOD MARKE",973,0,3.140802
"4728","SYRACUSE - PRICE CHOPPER",273,0,2.857143
"4729","SYRACUSE - WEGMANS",679,0.060340904,3.480118
"4730","NEW ENGLAND (NORTH) - SHOP N SAVE",5052,0,2.106492
"4731","SAN ANT/CORPUS CHR - H E BUTT",9950,0.09,3.053266
"4732","BIRMINGHAM/MONTGOM - BRUNOS",8850,0.314,2.407571
"4733","BIRMINGHAM/MONTGOM - KROGER",2684,0.238,2.386736
"4734","BIRMINGHAM/MONTGOM - WINN DIXIE",4859,0.010342427,2.392262
"4735","HARRISBURG/SCRANTN - GIANT FOOD STO",1616,0.173,2.554455
"4736","NEW YORK (NEW) - A & P",7439,0,2.696599
"4737","NEW YORK (NEW) - PATHMARK",3549,0.076889333,4.474218
"4738","NEW YORK (NEW) - WALDBAUMS",1782,0,4.631313
"4739","ROANOKE (NEW) - FOOD LION",2160,0,3.048148
"4740","ROANOKE (NEW) - KROGER CO",6842,0.030713876,2.409091
"4741","LOS ANGELES - LUCKY",16753,0.0715,2.708112
"4742","LOS ANGELES - RALPHS",6809,0.353,3.053459
"4743","LOS ANGELES - VONS",6216,0,3.747104
"4744","CHICAGO - DOMINICK",6540,0,3.24633
"4745","CHICAGO - JEWEL",11824,0,3.273681
"4746","CHICAGO - OMNI",12548,0.73,2.373366
"4747","HOUSTON - KROGER CO",7888,0,2.738337
"4748","HOUSTON - RANDALLS",4589,0.046,3.650904
"4749","PITTSBURGH - GIANT EAGLE",2265,0,3.328035
"4750","DETROIT - FARMER JACKS",2235,0,3.397315
"4751","DETROIT - KROGER CO",2219,0,3.385759
"4752","CLEVELAND - STOP N SHOP",2356,0,3.087012
"4753","ST. LOUIS - NATIONAL SUPER",6669,0.446,2.653471
"4754","ST. LOUIS - SCHNUCK MARKETS",3948,0,3.319909
"4755","DALLAS/FT. WORTH - ALBERTSONS",3735,0,3.453548
"4756","DALLAS/FT. WORTH - KROGER CO",3528,0.0455,2.439059
"4757","DALLAS/FT. WORTH - TOM THUMB",2678,0,3.186706
"4758","DALLAS/FT. WORTH - WINN DIXIE",2930,0.388,2.373038
"4759","BOSTON - SHAWS",1901,0,2.459232
"4760","BOSTON - STAR MARKET",592,0,3.138514
"4761","BOSTON - STOP & SHOP",3010,0,2.386711
"4762","SAN FRANCISCO - LUCKY",4433,0.036614834,3.733138
"4763","TAMPA/ST. PETE - KASH N KARRY",3023,0,3.192855
"4764","TAMPA/ST. PETE - PUBLIX",6299,0.107,3.055406
"4765","TAMPA/ST. PETE - WINN DIXIE",5907,0.04525,2.613509
"4766","DENVER - KING SOOPERS INC",4779,0.0585,3.3258
"4767","PHILADELPHIA - ACME MARKET",2527,0.0725,3.672734
"4768","ATLANTA - KROGER CO",4312,0,2.567486
"4769","ATLANTA - WINN DIXIE",3498,0,2.687536
"4770","CINCINNATI - KROGER CO",4099,0.055,2.988778
"4771","INDIANAPOLIS - KROGER CO",4219,0.142801233,2.388481
"4772","OKLAHOMA CITY - HOMELAND",1414,0.333890063,2.768741
"4773","SACRAMENTO - RALEYS",1968,0.528,3.647866
"4774","SAN DIEGO - LUCKY",6901,0.1395,2.709607
"4775","SAN DIEGO - RALPHS",1658,0.659,3.053076
"4776","SALT LAKE CITY - SMITHS FOOD",1454,0.114,3.054333
"4777","PHOENIX - SAFEWAY",1346,0.468,2.989599
"4778","PHOENIX - FRY'S FOOD STORE",5048,0,2.653328
"4779","PHOENIX - SMITHS FOOD",1328,0.15,3.362199
"4780","MIAMI - PUBLIX",9991,0.020096558,2.830147
"4781","MIAMI - WINN DIXIE",9594,0.1785,2.478007
"4782","NASHVILLE - KROGER CO",3688,0.39,2.386388
"4783","RALEIGH/GREENSBORO - WINN DIXIE",2675,0.091832162,2.431776
"4784","RALEIGH/GREENSBORO - FOOD LION",3347,0,2.919928
"4785","ALBANY,NY - PRICE CHOPPER",590,0,2.638983
"4786","BALTI/WASH - GIANT FOOD INC",6609,0,3.186866
"4787","BALTI/WASH - SAFEWAY",3171,0.0785,3.98644
"4788","BALTI/WASH - SUPER FRESH",850,0,3.824706
"4789","MILWAUKEE - KOHLS FOOD STORE",1325,0,3.261132
"4790","NEW ORLEANS - WINN DIXIE",5051,0.054210769,2.370422
"4791","BUFFALO/ROCHESTER - TOPS MARKETS",14425,0.537,2.36
"4792","BUFFALO/ROCHESTER - WEGMANS",1678,0.204333333,3.36174
"4793","CHARLOTTE - BI LO",1709,0.151,2.387361
"4794","CHARLOTTE - HARRIS TEETER",1713,0,2.491535
"4795","CHARLOTTE - WINN DIXIE",4014,0.300497095,2.239661
"4796","CHARLOTTE - FOOD LION",2356,0,3.053905
"4797","HARTFORD - STOP & SHOP",4648,0,2.520224
"4798","JACKSONVILLE,FL - PUBLIX",1435,0,3.170035
"4799","JACKSONVILLE,FL - WINN DIXIE",3216,0,2.656405
"4800","JACKSONVILLE,FL - FOOD LION",923,0.424043011,2.665222
"4801","LOUISVILLE - KROGER CO",2624,0.135114068,2.46189
"4802","LOUISVILLE - WINN DIXIE",3544,0.284769231,2.359763
"4803","RICHMOND/NORFOLK - FOOD LION",2463,0,3.050345
"4804","RICHMOND/NORFOLK - NEW FARM FRESH",1640,0.097082964,3.495122
"4805","COLUMBUS,OH - BIG BEAR",1809,0.113,2.724157
"4806","COLUMBUS,OH - KROGER CO",3097,0,2.386503
"4807","LITTLE ROCK - HARVEST FOODS",2010,0.041207914,2.6801
"4808","WICHITA - DILLON COMPANIES",1101,0,3.693006
"4809","SOUTH CAROLINA - BI LO",8381,0.257,2.386589
"4810","SOUTH CAROLINA - FOOD LION",3982,0,2.6223
"4811","SOUTH CAROLINA - WINN DIXIE",4573,0.228,2.373497
"4812","ORLANDO,FL - PUBLIX",5048,0.219,2.982567
"4813","ORLANDO,FL - WINN DIXIE",5683,0.114130435,2.389583
"4814","ORLANDO,FL - FOOD LION",626,0,2.646965
"4815","SYRACUSE - P & C FOOD MARKE",854,0,2.416862
"4816","SYRACUSE - PRICE CHOPPER",231,0,2.852814
"4817","SYRACUSE - WEGMANS",485,0.222501585,3.478351
"4818","NEW ENGLAND (NORTH) - SHOP N SAVE",5061,0,2.106501
"4819","SAN ANT/CORPUS CHR - H E BUTT",12376,0.05,3.053329
"4820","BIRMINGHAM/MONTGOM - BRUNOS",7996,0.241,2.393447
"4821","BIRMINGHAM/MONTGOM - KROGER",1977,0.687,2.38695
"4822","BIRMINGHAM/MONTGOM - WINN DIXIE",6343,0.025049709,2.305534
"4823","HARRISBURG/SCRANTN - GIANT FOOD STO",1036,0.172,3.146718
"4824","NEW YORK (NEW) - A & P",7617,0,2.712354
"4825","NEW YORK (NEW) - PATHMARK",35249,0.2465,2.244007
"4826","NEW YORK (NEW) - WALDBAUMS",1569,0,4.630975
"4827","ROANOKE (NEW) - FOOD LION",1886,0,3.049841
"4828","ROANOKE (NEW) - KROGER CO",4751,0.095887559,2.425384
"4829","LOS ANGELES - LUCKY",18244,0.0715,2.728404
"4830","LOS ANGELES - RALPHS",4619,0.319,3.303529
"4831","LOS ANGELES - VONS",7127,0,3.761611
"4832","CHICAGO - DOMINICK",9296,0,3.15781
"4833","CHICAGO - JEWEL",13984,0,3.270094
"4834","CHICAGO - OMNI",3746,0.356,2.688468
"4835","HOUSTON - KROGER CO",11318,0,2.738558
"4836","HOUSTON - RANDALLS",4043,0,3.65397
"4837","PITTSBURGH - GIANT EAGLE",3037,0,3.326638
"4838","DETROIT - FARMER JACKS",3125,0.015864715,3.39616
"4839","DETROIT - KROGER CO",3312,0,3.360809
"4840","CLEVELAND - STOP N SHOP",2552,0,3.185737
"4841","ST. LOUIS - NATIONAL SUPER",3751,0.3,3.027726
"4842","ST. LOUIS - SCHNUCK MARKETS",5500,0,3.320182
"4843","DALLAS/FT. WORTH - ALBERTSONS",4974,0,2.386811
"4844","DALLAS/FT. WORTH - KROGER CO",5468,0.061787234,2.433065
"4845","DALLAS/FT. WORTH - TOM THUMB",2505,0,3.186028
"4846","DALLAS/FT. WORTH - WINN DIXIE",2768,0.249,2.372832
"4847","BOSTON - SHAWS",2122,0,2.460886
"4848","BOSTON - STAR MARKET",699,0,3.133047
"4849","BOSTON - STOP & SHOP",2751,0,2.459106
"4850","SAN FRANCISCO - LUCKY",6064,0.03,3.748846
"4851","TAMPA/ST. PETE - KASH N KARRY",3225,0,3.222636
"4852","TAMPA/ST. PETE - PUBLIX",6097,0.056,2.73774
"4853","TAMPA/ST. PETE - WINN DIXIE",6955,0,2.558016
"4854","DENVER - KING SOOPERS INC",3796,0.0585,3.751844
"4855","PHILADELPHIA - ACME MARKET",3452,0.04,3.686269
"4856","ATLANTA - KROGER CO",4022,0,3.32546
"4857","ATLANTA - WINN DIXIE",3403,0,2.69233
"4858","CINCINNATI - KROGER CO",5516,0.06,2.982777
"4859","INDIANAPOLIS - KROGER CO",5529,0.083983962,2.39338
"4860","OKLAHOMA CITY - HOMELAND",1589,0.313285714,3.144116
"4861","SACRAMENTO - RALEYS",1966,0.457,3.85351
"4862","SAN DIEGO - LUCKY",8042,0.327,2.707411
"4863","SAN DIEGO - RALPHS",962,0.301,4.218295
"4864","SALT LAKE CITY - SMITHS FOOD",1469,0.26,3.985705
"4865","PHOENIX - SAFEWAY",1611,0.339,2.920546
"4866","PHOENIX - FRY'S FOOD STORE",5071,0,2.653126
"4867","PHOENIX - SMITHS FOOD",1273,0.15,3.350353
"4868","MIAMI - PUBLIX",10685,0.011172566,2.698924
"4869","MIAMI - WINN DIXIE",9995,0.080438377,2.414407
"4870","NASHVILLE - KROGER CO",4957,0.518,2.519871
"4871","RALEIGH/GREENSBORO - WINN DIXIE",3004,0.100332006,2.448069
"4872","RALEIGH/GREENSBORO - FOOD LION",4228,0,2.921476
"4873","ALBANY,NY - PRICE CHOPPER",783,0,2.675607
"4874","BALTI/WASH - GIANT FOOD INC",5745,0.121,3.186597
"4875","BALTI/WASH - SAFEWAY",4497,0.0785,3.986658
"4876","BALTI/WASH - SUPER FRESH",1152,0,3.409722
"4877","MILWAUKEE - KOHLS FOOD STORE",1786,0,3.239642
"4878","NEW ORLEANS - WINN DIXIE",5117,0.146568617,2.555208
"4879","BUFFALO/ROCHESTER - TOPS MARKETS",2374,0.1985,3.204297
"4880","BUFFALO/ROCHESTER - WEGMANS",2851,0.136666667,3.364434
"4881","CHARLOTTE - BI LO",1887,0,2.386328
"4882","CHARLOTTE - HARRIS TEETER",1817,0,2.471657
"4883","CHARLOTTE - WINN DIXIE",3705,0.115034109,2.240216
"4884","CHARLOTTE - FOOD LION",2995,0,3.039733
"4885","HARTFORD - STOP & SHOP",2398,0,3.40784
"4886","JACKSONVILLE,FL - PUBLIX",1554,0,2.813385
"4887","JACKSONVILLE,FL - WINN DIXIE",3127,0,2.680205
"4888","JACKSONVILLE,FL - FOOD LION",936,0.3405,2.717949
"4889","LOUISVILLE - KROGER CO",4581,0.059785982,2.466929
"4890","LOUISVILLE - WINN DIXIE",3121,0.751,2.359821
"4891","RICHMOND/NORFOLK - FOOD LION",3886,0,3.031137
"4892","RICHMOND/NORFOLK - NEW FARM FRESH",1978,0.089458267,3.501517
"4893","COLUMBUS,OH - BIG BEAR",3269,0.0525,2.712756
"4894","COLUMBUS,OH - KROGER CO",4308,0,2.386722
"4895","LITTLE ROCK - HARVEST FOODS",2030,0,2.718227
"4896","WICHITA - DILLON COMPANIES",1100,0,3.693636
"4897","SOUTH CAROLINA - BI LO",8139,0.14,2.38678
"4898","SOUTH CAROLINA - FOOD LION",3403,0.096327834,2.694975
"4899","SOUTH CAROLINA - WINN DIXIE",4466,0.03063034,2.373936
"4900","ORLANDO,FL - PUBLIX",5509,0.249,2.804502
"4901","ORLANDO,FL - WINN DIXIE",3774,0.040459443,2.373609
"4902","ORLANDO,FL - FOOD LION",708,0.0834,2.728814
"4903","SYRACUSE - P & C FOOD MARKE",983,0,2.335707
"4904","SYRACUSE - PRICE CHOPPER",358,0,2.868715
"4905","SYRACUSE - WEGMANS",597,0.11260935,3.475712
"4906","NEW ENGLAND (NORTH) - SHOP N SAVE",5523,0,2.106464
"4907","SAN ANT/CORPUS CHR - H E BUTT",16650,0.091,3.053333
"4908","BIRMINGHAM/MONTGOM - BRUNOS",9138,0.241,2.391771
"4909","BIRMINGHAM/MONTGOM - KROGER",2223,0.686,2.520018
"4910","BIRMINGHAM/MONTGOM - WINN DIXIE",6147,0.041472766,2.319017
"4911","HARRISBURG/SCRANTN - GIANT FOOD STO",1570,0.172,2.488535
"4912","NEW YORK (NEW) - A & P",3431,0,4.39522
"4913","NEW YORK (NEW) - PATHMARK",4137,0.113208714,4.479816
"4914","NEW YORK (NEW) - WALDBAUMS",1753,0,4.641757
"4915","ROANOKE (NEW) - FOOD LION",2350,0,3.050638
"4916","ROANOKE (NEW) - KROGER CO",6314,0.01284165,2.429838
"4917","LOS ANGELES - LUCKY",10582,0.1155,2.815536
"4918","LOS ANGELES - RALPHS",6835,0.419,3.053109
"4919","LOS ANGELES - VONS",5440,0.0305,3.659559
"4920","CHICAGO - DOMINICK",5875,0,3.24034
"4921","CHICAGO - JEWEL",12720,0,3.273899
"4922","CHICAGO - OMNI",3723,0.177,2.705077
"4923","HOUSTON - KROGER CO",13768,0.054180566,2.462377
"4924","HOUSTON - RANDALLS",6334,0.043,2.792548
"4925","PITTSBURGH - GIANT EAGLE",2376,0,3.326599
"4926","DETROIT - FARMER JACKS",3683,0,3.242737
"4927","DETROIT - KROGER CO",3047,0,2.842796
"4928","CLEVELAND - STOP N SHOP",2470,0,3.160729
"4929","ST. LOUIS - NATIONAL SUPER",2089,0.168,3.476783
"4930","ST. LOUIS - SCHNUCK MARKETS",4337,0,3.319806
"4931","DALLAS/FT. WORTH - ALBERTSONS",5004,0,2.386691
"4932","DALLAS/FT. WORTH - KROGER CO",5506,0.233,2.445514
"4933","DALLAS/FT. WORTH - TOM THUMB",2171,0.084,3.187011
"4934","DALLAS/FT. WORTH - WINN DIXIE",3052,0.249,2.373198
"4935","BOSTON - SHAWS",2007,0,2.458396
"4936","BOSTON - STAR MARKET",744,0,3.129032
"4937","BOSTON - STOP & SHOP",2753,0,2.468943
"4938","SAN FRANCISCO - LUCKY",5828,0.043869411,3.754461
"4939","TAMPA/ST. PETE - KASH N KARRY",3252,0,2.877614
"4940","TAMPA/ST. PETE - PUBLIX",6453,0.056,2.693166
"4941","TAMPA/ST. PETE - WINN DIXIE",7105,0.025104174,2.534553
"4942","DENVER - KING SOOPERS INC",4125,0.0815,3.730909
"4943","PHILADELPHIA - ACME MARKET",3267,0,3.673095
"4944","ATLANTA - KROGER CO",3613,0,3.411846
"4945","ATLANTA - WINN DIXIE",3556,0,2.668166
"4946","CINCINNATI - KROGER CO",6284,0,2.653087
"4947","INDIANAPOLIS - KROGER CO",4762,0.081,2.391012
"4948","OKLAHOMA CITY - HOMELAND",1369,0.10017274,3.130752
"4949","SACRAMENTO - RALEYS",1322,0.1825,3.733737
"4950","SAN DIEGO - LUCKY",4225,0.327,2.741302
"4951","SAN DIEGO - RALPHS",1872,0.472,3.052885
"4952","SALT LAKE CITY - SMITHS FOOD",1416,0.199,2.386299
"4953","PHOENIX - SAFEWAY",1294,0.308,3.586553
"4954","PHOENIX - FRY'S FOOD STORE",2852,0,3.104137
"4955","PHOENIX - SMITHS FOOD",1483,0.313,3.354686
"4956","MIAMI - PUBLIX",11701,0.009677419,2.676438
"4957","MIAMI - WINN DIXIE",9056,0.064457384,2.428335
"4958","NASHVILLE - KROGER CO",4219,0.383,2.520028
"4959","RALEIGH/GREENSBORO - WINN DIXIE",2424,0.049263835,2.433168
"4960","RALEIGH/GREENSBORO - FOOD LION",4406,0,2.898547
"4961","ALBANY,NY - PRICE CHOPPER",755,0,2.645033
"4962","BALTI/WASH - GIANT FOOD INC",3963,0.077,3.787535
"4963","BALTI/WASH - SAFEWAY",3124,0,3.985595
